Parcela;Orientacion;Ecosistema;Cota;Microestacion;Tratamiento;Cobertura_arborea;Fecha;Cuadrante;Especie_dominante;Cobertura_entorno;Especies_juveniles;Num_juveniles;Altura_cm;Porte
Finana;Norte;Encinar;1500;Collar_4-6;Refugio;0.093623552;20240703;2;Quercus_rotundifolia;40;;0;;
Finana;Norte;Encinar;1500;Collar_4-6;Refugio;0.093623552;20240703;3;Quercus_rotundifolia;40;;0;;
Finana;Norte;Encinar;1500;Collar_4-6;Refugio;0.093623552;20240703;4;Quercus_rotundifolia;40;;0;;
Finana;Norte;Encinar;1500;Collar_7-9;Control;0;20240703;1;Quercus_rotundifolia;20;;0;;
Finana;Norte;Encinar;1500;Collar_7-9;Control;0;20240703;2;Quercus_rotundifolia;50;;0;;
Finana;Norte;Encinar;1500;Collar_7-9;Control;0;20240703;3;Genista_sp;30;;0;;
Finana;Norte;Encinar;1500;Collar_7-9;Control;0;20240703;4;Quercus_rotundifolia;40;;0;;
Finana;Norte;Encinar;1500;Collar_10-12;Refugio;0.140077942;20240703;1;Quercus_rotundifolia;100;;0;;
Finana;Norte;Encinar;1500;Collar_10-12;Refugio;0.140077942;20240703;2;Quercus_rotundifolia;40;;0;;
Finana;Norte;Encinar;1500;Collar_10-12;Refugio;0.140077942;20240703;3;Quercus_rotundifolia;50;;0;;
Finana;Norte;Encinar;1500;Collar_10-12;Refugio;0.140077942;20240703;4;Quercus_rotundifolia;40;;0;;
Finana;Norte;Encinar;1500;Collar_13-15;Control;0;20240703;1;Genista_sp;15;Quercus_rotundifolia;2;20;Arbol
Finana;Norte;Encinar;1500;Collar_13-15;Control;0;20240703;2;Quercus_rotundifolia;20;;0;;
Finana;Norte;Encinar;1500;Collar_13-15;Control;0;20240703;3;Quercus_rotundifolia;10;Quercus_rotundifolia;1;40;Arbol
Finana;Norte;Encinar;1500;Collar_13-15;Control;0;20240703;3;Quercus_rotundifolia;10;Quercus_rotundifolia;1;18;Arbol
Finana;Norte;Encinar;1500;Collar_13-15;Control;0;20240703;4;Quercus_rotundifolia;20;;0;;
Finana;Norte;Encinar;1500;Collar_16-18;Refugio;0.089204767;20240703;1;Quercus_rotundifolia;70;Quercus_rotundifolia;1;20;Arbol
Finana;Norte;Encinar;1500;Collar_16-18;Refugio;0.089204767;20240703;2;Quercus_rotundifolia;70;;0;;
Finana;Norte;Encinar;1500;Collar_16-18;Refugio;0.089204767;20240703;3;Quercus_rotundifolia;50;;0;;
Finana;Norte;Encinar;1500;Collar_16-18;Refugio;0.089204767;20240703;4;Quercus_rotundifolia;70;Quercus_rotundifolia;2;15;Arbol
Nacimiento;Norte;Pinar_ha;1200;Collar_1-4;Refugio;0.544344462;20240703;1;Pinus_halepensis;40;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_1-4;Refugio;0.544344462;20240703;2;Pinus_halepensis;30;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_1-4;Refugio;0.544344462;20240703;3;Pinus_halepensis;30;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_1-4;Refugio;0.544344462;20240703;4;Pinus_halepensis;60;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_5-8;Control;0.730136627;20240703;1;Pinus_halepensis;80;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_5-8;Control;0.730136627;20240703;2;Pinus_halepensis;60;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_5-8;Control;0.730136627;20240703;3;Pinus_halepensis;50;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_5-8;Control;0.730136627;20240703;4;Pinus_halepensis;40;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_9-12;Refugio;0.344418743;20240703;1;Pinus_halepensis;30;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_9-12;Refugio;0.344418743;20240703;2;Pinus_halepensis;20;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_9-12;Refugio;0.344418743;20240703;3;Pinus_halepensis;40;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_9-12;Refugio;0.344418743;20240703;4;Pinus_halepensis;30;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_13-16;Control;0.644406257;20240703;1;Pinus_halepensis;50;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_13-16;Control;0.644406257;20240703;2;Pinus_halepensis;30;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_13-16;Control;0.644406257;20240703;3;Pinus_halepensis;60;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_13-16;Control;0.644406257;20240703;4;Pinus_halepensis;60;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_17-20;Refugio;0.316406647;20240703;1;Pinus_halepensis;30;Quercus_rotundifolia;1;15;Arbol
Nacimiento;Norte;Pinar_ha;1200;Collar_17-20;Refugio;0.316406647;20240703;2;Pinus_halepensis;40;Quercus_rotundifolia;1;30;Arbol
Nacimiento;Norte;Pinar_ha;1200;Collar_17-20;Refugio;0.316406647;20240703;3;Pinus_halepensis;30;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_17-20;Refugio;0.316406647;20240703;4;Pinus_halepensis;40;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_21-24;Control;0.542004918;20240703;1;Pinus_halepensis;80;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_21-24;Control;0.542004918;20240703;2;Pinus_halepensis;60;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_21-24;Control;0.542004918;20240703;3;Pinus_halepensis;70;;0;;
Nacimiento;Norte;Pinar_ha;1200;Collar_21-24;Control;0.542004918;20240703;4;Pinus_halepensis;80;;0;;
Nacimiento;Norte;Pinar_ha;1200;214;Control;0;20250902;1;Cistus_albidus;30;;0;;
Nacimiento;Norte;Pinar_ha;1200;214;Control;0;20250902;2;Cistus_albidus;40;;0;;
Nacimiento;Norte;Pinar_ha;1200;214;Control;0;20250902;3;Cistus_albidus;20;Pinus_halepensis;1;40;Arbol
Nacimiento;Norte;Pinar_ha;1200;214;Control;0;20250902;3;Cistus_albidus;20;Pinus_halepensis;1;40;Arbol
Nacimiento;Norte;Pinar_ha;1200;214;Control;0;20250902;3;Cistus_albidus;20;Pinus_halepensis;1;15;Arbol
Nacimiento;Norte;Pinar_ha;1200;214;Control;0;20250902;3;Cistus_albidus;20;Pinus_halepensis;1;20;Arbol
Nacimiento;Norte;Pinar_ha;1200;214;Control;0;20250902;4;Cistus_albidus;15;;0;;
Nacimiento;Norte;Pinar_ha;1200;7690;Control;0;20250902;1;Cistus_albidus;40;;0;;
Nacimiento;Norte;Pinar_ha;1200;7690;Control;0;20250902;2;Cistus_albidus;10;;0;;
Nacimiento;Norte;Pinar_ha;1200;7690;Control;0;20250902;3;Cistus_albidus;60;Quercus_rotundifolia;1;40;Arbol
Nacimiento;Norte;Pinar_ha;1200;7690;Control;0;20250902;4;Cistus_albidus;60;;0;;
Nacimiento;Norte;Pinar_ha;1200;7641;Control;0;20250902;1;Cistus_albidus;15;;0;;
Nacimiento;Norte;Pinar_ha;1200;7641;Control;0;20250902;2;Cistus_albidus;10;;0;;
Nacimiento;Norte;Pinar_ha;1200;7641;Control;0;20250902;3;Cistus_albidus;5;;0;;
Nacimiento;Norte;Pinar_ha;1200;7641;Control;0;20250902;4;Cistus_albidus;15;;0;;
SanJuan;Norte;Enebral;2300;R3A2915;Refugio;0;20241009;1;Juniperus_communis;100;;0;;
SanJuan;Norte;Enebral;2300;R3A2915;Refugio;0;20241009;2;Juniperus_communis;100;;0;;
SanJuan;Norte;Enebral;2300;R3A2915;Refugio;0;20241009;3;Juniperus_communis;100;;0;;
SanJuan;Norte;Enebral;2300;R3A2915;Refugio;0;20241009;4;Juniperus_communis;100;;0;;
SanJuan;Norte;Enebral;2300;R3A2613;Control;0;20241009;1;Juniperus_communis;60;;0;;
SanJuan;Norte;Enebral;2300;R3A2613;Control;0;20241009;2;Cytisus_galianoi;80;;0;;
SanJuan;Norte;Enebral;2300;R3A2613;Control;0;20241009;3;Cytisus_galianoi;80;;0;;
SanJuan;Norte;Enebral;2300;R3A2613;Control;0;20241009;4;Cytisus_galianoi;80;;0;;
SanJuan;Norte;Enebral;2300;R2A7515;Refugio;0;20241009;1;Juniperus_communis;90;;0;;
SanJuan;Norte;Enebral;2300;R2A7515;Refugio;0;20241009;2;Juniperus_communis;100;;0;;
SanJuan;Norte;Enebral;2300;R2A7515;Refugio;0;20241009;3;Juniperus_communis;70;;0;;
SanJuan;Norte;Enebral;2300;R2A7515;Refugio;0;20241009;4;Juniperus_communis;80;;0;;
SanJuan;Norte;Enebral;2300;R2A7534;Control;0;20241009;1;Cytisus_galianoi;30;;0;;
SanJuan;Norte;Enebral;2300;R2A7534;Control;0;20241009;2;Cytisus_galianoi;30;;0;;
SanJuan;Norte;Enebral;2300;R2A7534;Control;0;20241009;3;Cytisus_galianoi;50;;0;;
SanJuan;Norte;Enebral;2300;R2A7534;Control;0;20241009;4;Cytisus_galianoi;60;;0;;
SanJuan;Norte;Enebral;2300;46;Control;0;20241009;1;Juniperus_communis;60;;0;;
SanJuan;Norte;Enebral;2300;46;Control;0;20241009;2;Cytisus_galianoi;70;;0;;
SanJuan;Norte;Enebral;2300;46;Control;0;20241009;3;Cytisus_galianoi;40;;0;;
SanJuan;Norte;Enebral;2300;46;Control;0;20241009;4;Cytisus_galianoi;50;;0;;
SanJuan;Norte;Enebral;2300;47;Refugio;0;20241009;1;Juniperus_communis;30;;0;;
SanJuan;Norte;Enebral;2300;47;Refugio;0;20241009;2;Cytisus_galianoi;30;;0;;
SanJuan;Norte;Enebral;2300;47;Refugio;0;20241009;3;Juniperus_communis;20;;0;;
SanJuan;Norte;Enebral;2300;47;Refugio;0;20241009;4;Juniperus_communis;30;;0;;
Hortichuela_alta;Norte;Robledal;1500;9372;Control;0.036277215;20241010;1;;0;;0;;
Hortichuela_alta;Norte;Robledal;1500;9372;Control;0.036277215;20241010;2;;0;Prunus_avium;1;35;Arbol
Hortichuela_alta;Norte;Robledal;1500;9372;Control;0.036277215;20241010;3;;0;;0;;
Hortichuela_alta;Norte;Robledal;1500;9372;Control;0.036277215;20241010;4;;0;;0;;
Hortichuela_alta;Norte;Robledal;1500;8234;Refugio;0.705893619;20241010;1;Quercus_pyrenaica;70;Quercus_pyrenaica;2;25;Arbol
Hortichuela_alta;Norte;Robledal;1500;8234;Refugio;0.705893619;20241010;2;Quercus_pyrenaica;70;Quercus_pyrenaica;6;30;Arbol
Hortichuela_alta;Norte;Robledal;1500;8234;Refugio;0.705893619;20241010;3;Quercus_pyrenaica;100;Quercus_pyrenaica;3;35;Arbol
Hortichuela_alta;Norte;Robledal;1500;8234;Refugio;0.705893619;20241010;4;Quercus_pyrenaica;100;Quercus_pyrenaica;2;40;Arbol
Hortichuela_alta;Norte;Robledal;1500;6030;Control;0.245059552;20241010;1;;0;;0;;
Hortichuela_alta;Norte;Robledal;1500;6030;Control;0.245059552;20241010;2;;0;Adenocarpus_decorticans;2;30;Arbusto
Hortichuela_alta;Norte;Robledal;1500;6030;Control;0.245059552;20241010;3;Rosa_villosa;10;;0;;
Hortichuela_alta;Norte;Robledal;1500;6030;Control;0.245059552;20241010;4;;0;;0;;
Hortichuela_alta;Norte;Robledal;1500;6071;Refugio;0.770054896;20241010;1;Quercus_pyrenaica;100;Quercus_pyrenaica;3;30;Arbol
Hortichuela_alta;Norte;Robledal;1500;6071;Refugio;0.770054896;20241010;2;Quercus_pyrenaica;100;Quercus_pyrenaica;2;40;Arbol
Hortichuela_alta;Norte;Robledal;1500;6071;Refugio;0.770054896;20241010;3;Quercus_pyrenaica;100;;0;;
Hortichuela_alta;Norte;Robledal;1500;6071;Refugio;0.770054896;20241010;4;Quercus_pyrenaica;60;;0;;
Hortichuela_alta;Norte;Robledal;1500;8901;Control;0.04955791;20241010;1;Adenocarpus_decorticans;30;Adenocarpus_decorticans;5;35;Arbusto
Hortichuela_alta;Norte;Robledal;1500;8901;Control;0.04955791;20241010;2;Adenocarpus_decorticans;30;Adenocarpus_decorticans;6;25;Arbusto
Hortichuela_alta;Norte;Robledal;1500;8901;Control;0.04955791;20241010;3;Adenocarpus_decorticans;40;Quercus_pyrenaica;1;100;Arbol
Hortichuela_alta;Norte;Robledal;1500;8901;Control;0.04955791;20241010;3;Adenocarpus_decorticans;40;Adenocarpus_decorticans;8;45;Arbusto
Hortichuela_alta;Norte;Robledal;1500;8901;Control;0.04955791;20241010;3;Adenocarpus_decorticans;40;Quercus_pyrenaica;1;50;Arbol
Hortichuela_alta;Norte;Robledal;1500;8901;Control;0.04955791;20241010;4;Adenocarpus_decorticans;15;Adenocarpus_decorticans;6;35;Arbusto
Hortichuela_alta;Norte;Robledal;1500;9157;Refugio;0.758482037;20241010;1;Quercus_pyrenaica;100;Quercus_pyrenaica;10;35;Arbol
Hortichuela_alta;Norte;Robledal;1500;9157;Refugio;0.758482037;20241010;1;Quercus_pyrenaica;100;Adenocarpus_decorticans;2;40;Arbusto
Hortichuela_alta;Norte;Robledal;1500;9157;Refugio;0.758482037;20241010;2;Quercus_pyrenaica;100;Quercus_pyrenaica;8;30;Arbol
Hortichuela_alta;Norte;Robledal;1500;9157;Refugio;0.758482037;20241010;2;Quercus_pyrenaica;100;Adenocarpus_decorticans;2;30;Arbusto
Hortichuela_alta;Norte;Robledal;1500;9157;Refugio;0.758482037;20241010;3;Quercus_pyrenaica;100;Quercus_pyrenaica;2;35;Arbol
Hortichuela_alta;Norte;Robledal;1500;9157;Refugio;0.758482037;20241010;3;Quercus_pyrenaica;100;Adenocarpus_decorticans;2;15;Arbusto
Hortichuela_alta;Norte;Robledal;1500;9157;Refugio;0.758482037;20241010;4;Quercus_pyrenaica;100;Quercus_pyrenaica;3;30;Arbol
Hortichuela_alta;Norte;Robledal;1500;9157;Refugio;0.758482037;20241010;4;Quercus_pyrenaica;100;Adenocarpus_decorticans;4;50;Arbusto
Camarate;Norte;Enebral;2200;23;Refugio;0;20241105;1;Cytisus_galianoi;60;;0;;
Camarate;Norte;Enebral;2200;23;Refugio;0;20241105;2;Cytisus_galianoi;40;Rosa_villosa;2;30;Arbusto
Camarate;Norte;Enebral;2200;23;Refugio;0;20241105;3;Berberis_hispanica;30;;0;;
Camarate;Norte;Enebral;2200;23;Refugio;0;20241105;4;Cytisus_galianoi;30;;0;;
Camarate;Norte;Enebral;2200;22;Control;0;20241105;1;Cytisus_galianoi;40;Berberis_hispanica;2;30;Arbusto_arboreo
Camarate;Norte;Enebral;2200;22;Control;0;20241105;1;Cytisus_galianoi;40;Rosa_villosa;1;30;Arbusto
Camarate;Norte;Enebral;2200;22;Control;0;20241105;2;Cytisus_galianoi;60;Berberis_hispanica;1;35;Arbusto_arboreo
Camarate;Norte;Enebral;2200;22;Control;0;20241105;2;Cytisus_galianoi;60;Rosa_villosa;1;40;Arbusto
Camarate;Norte;Enebral;2200;22;Control;0;20241105;3;Cytisus_galianoi;50;;0;;
Camarate;Norte;Enebral;2200;22;Control;0;20241105;4;Cytisus_galianoi;70;;0;;
Camarate;Norte;Enebral;2200;24;Control;0;20241105;1;Berberis_hispanica;70;;0;;
Camarate;Norte;Enebral;2200;24;Control;0;20241105;2;Cytisus_galianoi;30;Acer_opalus_granatense;1;25;Arbol
Camarate;Norte;Enebral;2200;24;Control;0;20241105;2;Cytisus_galianoi;30;Berberis_hispanica;1;20;Arbusto_arboreo
Camarate;Norte;Enebral;2200;24;Control;0;20241105;3;Cytisus_galianoi;60;Berberis_hispanica;1;40;Arbusto_arboreo
Camarate;Norte;Enebral;2200;24;Control;0;20241105;3;Cytisus_galianoi;60;Juniperus_sabina;1;20;Arbusto_arboreo
Camarate;Norte;Enebral;2200;24;Control;0;20241105;3;Cytisus_galianoi;60;Rosa_villosa;1;40;Arbusto
Camarate;Norte;Enebral;2200;24;Control;0;20241105;4;Cytisus_galianoi;60;Berberis_hispanica;1;35;Arbusto_arboreo
Camarate;Norte;Enebral;2200;24;Control;0;20241105;4;Cytisus_galianoi;60;Juniperus_sabina;1;30;Arbusto_arboreo
Camarate;Norte;Enebral;2200;25;Refugio;0;20241105;1;Berberis_hispanica;40;;0;;
Camarate;Norte;Enebral;2200;25;Refugio;0;20241105;2;Cytisus_galianoi;40;Rosa_villosa;1;20;Arbusto
Camarate;Norte;Enebral;2200;25;Refugio;0;20241105;3;Juniperus_communis;50;;0;;
Camarate;Norte;Enebral;2200;25;Refugio;0;20241105;4;Cytisus_galianoi;50;;0;;
Camarate;Norte;Enebral;2200;26;Control;0;20241105;1;Juniperus_communis;30;;0;;
Camarate;Norte;Enebral;2200;26;Control;0;20241105;2;Berberis_hispanica;20;;0;;
Camarate;Norte;Enebral;2200;26;Control;0;20241105;3;Juniperus_communis;50;Berberis_hispanica;1;40;Arbusto_arboreo
Camarate;Norte;Enebral;2200;26;Control;0;20241105;4;Cytisus_galianoi;20;;0;;
Camarate;Norte;Enebral;2200;27;Refugio;0;20241105;1;Juniperus_communis;70;;0;;
Camarate;Norte;Enebral;2200;27;Refugio;0;20241105;2;Cytisus_galianoi;40;;0;;
Camarate;Norte;Enebral;2200;27;Refugio;0;20241105;3;Juniperus_communis;80;;0;;
Camarate;Norte;Enebral;2200;27;Refugio;0;20241105;4;Cytisus_galianoi;30;;0;;
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;1;Cytisus_galianoi;50;Acer_opalus_granatense;2;40;Arbol
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;2;Cytisus_galianoi;30;Crataegus_monogyna;1;40;Arbusto
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;2;Cytisus_galianoi;30;Berberis_hispanica;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;3;Berberis_hispanica;70;Acer_opalus_granatense;1;20;Arbol
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;3;Berberis_hispanica;70;Sorbus_aria;1;50;Arbol
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;4;Berberis_hispanica;20;Berberis_hispanica;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;17;Control;0.050402304;20241105;4;Berberis_hispanica;20;Sorbus_aria;1;35;Arbol
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;1;Berberis_hispanica;100;Quercus_pyrenaica;1;15;Arbol
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;1;Berberis_hispanica;100;Acer_opalus_granatense;1;30;Arbol
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;1;Berberis_hispanica;100;Sorbus_aria;1;30;Arbol
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;2;Sorbus_aria;100;;0;;
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;3;Sorbus_aria;100;Berberis_hispanica;4;35;Arbusto
Camarate;Norte;Serbal-Aceral;1900;14;Refugio;0.940318352;20241105;4;Sorbus_aria;100;Berberis_hispanica;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;21;Refugio;0.958735779;20241105;1;Sorbus_aria;80;Berberis_hispanica;2;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;21;Refugio;0.958735779;20241105;2;Sorbus_aria;90;Sorbus_aria;1;30;Arbol
Camarate;Norte;Serbal-Aceral;1900;21;Refugio;0.958735779;20241105;2;Sorbus_aria;90;Lonicera_arborea;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;21;Refugio;0.958735779;20241105;3;Sorbus_aria;100;;0;;
Camarate;Norte;Serbal-Aceral;1900;21;Refugio;0.958735779;20241105;4;Sorbus_aria;100;Berberis_hispanica;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;1;Cytisus_galianoi;40;Acer_opalus_granatense;2;35;Arbol
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;1;Cytisus_galianoi;40;Crataegus_monogyna;1;40;Arbusto
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;2;Cytisus_galianoi;70;;0;;
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;3;Rosa_villosa;60;Crataegus_monogyna;1;40;Arbusto
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;3;Rosa_villosa;60;Berberis_hispanica;1;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;20;Control;0.010985592;20241105;4;Cytisus_galianoi;60;Acer_opalus_granatense;4;35;Arbol
Camarate;Norte;Serbal-Aceral;1900;18;Refugio;0.782481673;20241105;1;Acer_opalus_granatense;90;Berberis_hispanica;2;30;Arbusto
Camarate;Norte;Serbal-Aceral;1900;18;Refugio;0.782481673;20241105;2;Acer_opalus_granatense;90;;0;;
Camarate;Norte;Serbal-Aceral;1900;18;Refugio;0.782481673;20241105;3;Acer_opalus_granatense;90;;0;;
Camarate;Norte;Serbal-Aceral;1900;18;Refugio;0.782481673;20241105;4;Acer_opalus_granatense;90;Berberis_hispanica;2;35;Arbusto
Camarate;Norte;Serbal-Aceral;1900;19;Control;0.136283987;20241105;1;Berberis_hispanica;50;Quercus_rotundifolia;1;30;Arbol
Camarate;Norte;Serbal-Aceral;1900;19;Control;0.136283987;20241105;2;Cytisus_galianoi;50;Acer_opalus_granatense;2;15;Arbol
Camarate;Norte;Serbal-Aceral;1900;19;Control;0.136283987;20241105;3;Cytisus_galianoi;80;Sorbus_aria;1;30;Arbol
Camarate;Norte;Serbal-Aceral;1900;19;Control;0.136283987;20241105;4;Berberis_hispanica;70;;0;;
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;1;Quercus_pyrenaica;90;Quercus_pyrenaica;1;20;Arbol
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;1;Quercus_pyrenaica;90;Crataegus_monogyna;1;30;Arbusto
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;1;Quercus_pyrenaica;90;Quercus_pyrenaica;1;30;Arbol
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;1;Quercus_pyrenaica;90;Berberis_hispanica;1;20;Arbusto
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;2;Quercus_pyrenaica;90;Rosa_villosa;1;30;Arbusto
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;2;Quercus_pyrenaica;90;Crataegus_monogyna;1;40;Arbusto
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;3;Quercus_pyrenaica;90;Quercus_pyrenaica;1;20;Arbol
Camarate;Norte;Robledal;1700;6;Refugio;0.356924881;20241105;4;Quercus_pyrenaica;90;Quercus_pyrenaica;3;20;Arbol
Camarate;Norte;Robledal;1700;67;Control;0.468103477;20241105;1;Adenocarpus_decorticans;30;Adenocarpus_decorticans;3;15;Arbusto
Camarate;Norte;Robledal;1700;67;Control;0.468103477;20241105;2;Adenocarpus_decorticans;50;Adenocarpus_decorticans;4;15;Arbusto
Camarate;Norte;Robledal;1700;67;Control;0.468103477;20241105;3;Adenocarpus_decorticans;30;Adenocarpus_decorticans;2;10;Arbusto
Camarate;Norte;Robledal;1700;67;Control;0.468103477;20241105;4;Quercus_pyrenaica;30;Adenocarpus_decorticans;2;15;Arbusto
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;1;Quercus_pyrenaica;100;Crataegus_monogyna;1;45;Arbusto
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;2;Quercus_pyrenaica;100;;0;;
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;3;Quercus_pyrenaica;100;Quercus_pyrenaica;1;20;Arbol
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;3;Quercus_pyrenaica;100;Crataegus_monogyna;4;40;Arbusto
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;4;Quercus_pyrenaica;100;Quercus_pyrenaica;1;20;Arbol
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;4;Quercus_pyrenaica;100;Crataegus_monogyna;4;40;Arbusto
Camarate;Norte;Robledal;1700;66;Refugio;0.583936825;20241105;4;Quercus_pyrenaica;100;Adenocarpus_decorticans;2;30;Arbusto
Camarate;Norte;Robledal;1700;5;Control;0.435913851;20241105;1;Quercus_pyrenaica;20;Crataegus_monogyna;1;40;Arbusto
Camarate;Norte;Robledal;1700;5;Control;0.435913851;20241105;1;Quercus_pyrenaica;20;Rosa_villosa;3;30;Arbusto
Camarate;Norte;Robledal;1700;5;Control;0.435913851;20241105;2;;0;;0;;
Camarate;Norte;Robledal;1700;5;Control;0.435913851;20241105;3;Quercus_pyrenaica;10;Crataegus_monogyna;2;40;Arbusto
Camarate;Norte;Robledal;1700;5;Control;0.435913851;20241105;4;Quercus_pyrenaica;30;;0;;
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;1;Quercus_pyrenaica;100;Acer_opalus_granatense;1;25;Arbol
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;1;Quercus_pyrenaica;100;Crataegus_monogyna;5;35;Arbusto
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;2;Quercus_pyrenaica;100;;0;;
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;3;Quercus_pyrenaica;100;Rosa_villosa;3;30;Arbusto
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;3;Quercus_pyrenaica;100;Berberis_hispanica;2;20;Arbusto
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;3;Quercus_pyrenaica;100;Crataegus_monogyna;2;35;Arbusto
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;4;Quercus_pyrenaica;100;Acer_opalus_granatense;1;25;Arbol
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;4;Quercus_pyrenaica;100;Quercus_pyrenaica;2;20;Arbol
Camarate;Norte;Robledal;1700;4;Refugio;0.328830249;20241105;4;Quercus_pyrenaica;100;Rosa_villosa;2;40;Arbusto
Camarate;Norte;Robledal;1700;1;Control;0.433905504;20241105;1;Quercus_pyrenaica;20;;0;;
Camarate;Norte;Robledal;1700;1;Control;0.433905504;20241105;2;Quercus_pyrenaica;20;Adenocarpus_decorticans;1;30;Arbusto
Camarate;Norte;Robledal;1700;1;Control;0.433905504;20241105;3;Quercus_pyrenaica;20;Quercus_pyrenaica;1;50;Arbol
Camarate;Norte;Robledal;1700;1;Control;0.433905504;20241105;3;Quercus_pyrenaica;20;Crataegus_monogyna;1;50;Arbusto
Camarate;Norte;Robledal;1700;1;Control;0.433905504;20241105;4;;0;Adenocarpus_decorticans;1;45;Arbusto
Camarate;Norte;Encinar;1500;41;Control;0.059943538;20241105;1;Quercus_rotundifolia;50;Quercus_rotundifolia;3;60;Arbol
Camarate;Norte;Encinar;1500;41;Control;0.059943538;20241105;2;Quercus_rotundifolia;20;Quercus_rotundifolia;2;70;Arbol
Camarate;Norte;Encinar;1500;41;Control;0.059943538;20241105;2;Quercus_rotundifolia;20;Berberis_hispanica;1;70;Arbusto
Camarate;Norte;Encinar;1500;41;Control;0.059943538;20241105;3;Quercus_rotundifolia;30;Quercus_rotundifolia;1;50;Arbol
Camarate;Norte;Encinar;1500;41;Control;0.059943538;20241105;4;;0;Quercus_rotundifolia;4;80;Arbol
Camarate;Norte;Encinar;1500;40;Refugio;0.359531075;20241105;1;Quercus_rotundifolia;100;Quercus_rotundifolia;1;50;Arbol
