ID_micro_fecha,micro,fecha,specie,cover
24_20240704,24,20240704,Genista_versicolor,10.59
24_20240704,24,20240704,Helictochloa_levis,2.37
24_20240704,24,20240704,Jurinea_falsa,1.25
24_20240704,24,20240704,Pilosella_pseudopilosella,3.71
24_20240704,24,20240704,Rumex_angiocarpus,7.83
24_20240905,24,20240905,Crepis_oporinoides,25.41
24_20240905,24,20240905,Genista_versicolor,10.59
24_20240905,24,20240905,Helictochloa_levis,1.16
24_20240905,24,20240905,Jurinea_falsa,1.25
24_20240905,24,20240905,Pilosella_pseudopilosella,3.71
24_20241003,24,20241003,Crepis_oporinoides,25.21
24_20241003,24,20241003,Genista_versicolor,10.59
24_20241003,24,20241003,Helictochloa_levis,1
24_20241003,24,20241003,Jurinea_falsa,1.25
24_20241003,24,20241003,Pilosella_pseudopilosella,3.71
24_20241003,24,20241003,Rumex_angiocarpus,1
24_20250506,24,20250506,Avenula_bromoides_bromoides,4.38
24_20250506,24,20250506,Cytisus_galianoi,17.5
24_20250506,24,20250506,Festuca_hystrix,23.13
24_20250506,24,20250506,Pilosella_pseudopilosella,23.13
24_20250506,24,20250506,Rumex_angiocarpus,1.88
24_20250611,24,20250611,Acinos_alpinus_meridionalis,0.38
24_20250611,24,20250611,Avenula_bromoides_bromoides,4.38
24_20250611,24,20250611,Centaurea_cf,0.75
24_20250611,24,20250611,Cerastium_fontanum_vulgare,3.75
24_20250611,24,20250611,Cytisus_galianoi,17.5
24_20250611,24,20250611,Festuca_hystrix,23.13
24_20250611,24,20250611,Pilosella_pseudopilosella,23.13
24_20250611,24,20250611,Rumex_angiocarpus,2.5
24_20250611,24,20250611,Taraxacum_laevigatum,0.38
24_20250701,24,20250701,Acinos_alpinus_meridionalis,0.38
24_20250701,24,20250701,Avenula_bromoides_bromoides,4.38
24_20250701,24,20250701,Centaurea_cf,0.75
24_20250701,24,20250701,Cerastium_fontanum_vulgare,3.75
24_20250701,24,20250701,Cytisus_galianoi,17.5
24_20250701,24,20250701,Festuca_hystrix,23.13
24_20250701,24,20250701,Pilosella_pseudopilosella,23.13
24_20250701,24,20250701,Rumex_angiocarpus,2.5
24_20250701,24,20250701,Taraxacum_laevigatum,0.38
24_20250728,24,20250728,Acinos_alpinus_meridionalis,0.38
24_20250728,24,20250728,Centaurea_cf,0.75
24_20250728,24,20250728,Cytisus_galianoi,17.5
24_20250728,24,20250728,Pilosella_pseudopilosella,23.13
24_20250728,24,20250728,Rumex_angiocarpus,1.88
24_20250909,24,20250909,Acinos_alpinus_meridionalis,0.38
24_20250909,24,20250909,Centaurea_cf,0.75
24_20250909,24,20250909,Cytisus_galianoi,17.5
24_20250909,24,20250909,Pilosella_pseudopilosella,23.13
24_20250909,24,20250909,Rumex_angiocarpus,1.88
25_20240605,25,20240605,Arenaria_alfacarensis,0.92
25_20240605,25,20240605,Armeria_filicaulis_trevenqueana,6.74
25_20240605,25,20240605,Cerastium_arvense,8.21
25_20240605,25,20240605,Crepis_oporinoides,1.39
25_20240605,25,20240605,Dactylis_glomerata_juncinella,2.68
25_20240605,25,20240605,Dianthus_lusitanus,1.44
25_20240605,25,20240605,Taraxacum_officinale,0.56
25_20240605,25,20240605,Erinacea_anthyllis,14.09
25_20240605,25,20240605,Helictochloa_levis,5.8
,,,,
25_20240605,25,20240605,Jurinea_humilis,2.5
25_20240605,25,20240605,Rumex_angiocarpus,1.57
25_20240704,25,20240704,Arenaria_agreggata,2.26
25_20240704,25,20240704,Arenaria_alfacarensis,0.92
25_20240704,25,20240704,Armeria_filicaulis_trevenqueana,6.62
25_20240704,25,20240704,Cerastium_arvense,8.95
25_20240704,25,20240704,Crepis_oporinoides,1.39
25_20240704,25,20240704,Dactylis_glomerata_juncinella,2.61
25_20240704,25,20240704,Dianthus_lusitanus,1.44
25_20240704,25,20240704,Erinacea_anthyllis,13.74
25_20240704,25,20240704,Helictochloa_levis,6.53
,,,,
25_20240704,25,20240704,Jurinea_humilis,2.5
25_20240704,25,20240704,Rumex_angiocarpus,1.57
25_20240905,25,20240905,Arenaria_alfacarensis,0.92
25_20240905,25,20240905,Armeria_filicaulis_trevenqueana,4.47
25_20240905,25,20240905,Crepis_oporinoides,1.39
25_20240905,25,20240905,Erinacea_anthyllis,7.14
25_20240905,25,20240905,Erinacea_cytisus,6.6
,,,,
25_20240905,25,20240905,Jurinea_humilis,1.39
25_20241003,25,20241003,Arenaria_alfacarensis,0.92
25_20241003,25,20241003,Armeria_filicaulis_trevenqueana,4.47
25_20241003,25,20241003,Crepis_oporinoides,1.39
25_20241003,25,20241003,Erinacea_anthyllis,7.14
25_20241003,25,20241003,Erinacea_cytisus,6.6
,,,,
25_20241003,25,20241003,Jurinea_humilis,0.56
25_20250506,25,20250506,Arenaria_serpyllifolia,1.88
25_20250506,25,20250506,Arenaria_tetraquetra_murcica,5.63
25_20250506,25,20250506,Avenula_bromoides_bromoides,5.63
25_20250506,25,20250506,Cardamine_hirsuta,3.75
25_20250506,25,20250506,Cytisus_galianoi,11.25
25_20250506,25,20250506,Festuca_hystrix,1.88
,,,,
25_20250506,25,20250506,Jurinea_humilis,2.5
25_20250506,25,20250506,Koeleria_vallesiana,3.13
25_20250506,25,20250506,Plantago_holosteum,4.38
25_20250506,25,20250506,Rumex_angiocarpus,3.13
25_20250611,25,20250611,Acinos_alpinus_meridionalis,1
25_20250611,25,20250611,Arenaria_serpyllifolia,3.13
25_20250611,25,20250611,Arenaria_tetraquetra_murcica,5.63
25_20250611,25,20250611,Avenula_bromoides_bromoides,5.63
25_20250611,25,20250611,Cardamine_hirsuta,3.75
25_20250611,25,20250611,Cytisus_galianoi,11.25
25_20250611,25,20250611,Festuca_hystrix,1.88
,,,,
25_20250611,25,20250611,Jurinea_humilis,2.5
25_20250611,25,20250611,Koeleria_vallesiana,3.13
25_20250611,25,20250611,Linaria_aeruginea_nevadensis,0.38
25_20250611,25,20250611,Petrorhagia_nanteuilii,1.75
25_20250611,25,20250611,Plantago_holosteum,4.38
25_20250611,25,20250611,Rumex_angiocarpus,3.13
25_20250611,25,20250611,Scleranthus_annuus_annuus,1
25_20250611,25,20250611,Sedum_cf,0.75
25_20250701,25,20250701,Acinos_alpinus_meridionalis,1
25_20250701,25,20250701,Arenaria_serpyllifolia,3.13
25_20250701,25,20250701,Arenaria_tetraquetra_murcica,5.63
25_20250701,25,20250701,Avenula_bromoides_bromoides,5.63
25_20250701,25,20250701,Cardamine_hirsuta,3.75
25_20250701,25,20250701,Cytisus_galianoi,11.25
25_20250701,25,20250701,Festuca_hystrix,1.88
,,,,
25_20250701,25,20250701,Jurinea_humilis,2.5
25_20250701,25,20250701,Koeleria_vallesiana,3.13
25_20250701,25,20250701,Linaria_aeruginea_nevadensis,0.38
25_20250701,25,20250701,Petrorhagia_nanteuilii,1.75
25_20250701,25,20250701,Plantago_holosteum,4.38
25_20250701,25,20250701,Rumex_angiocarpus,3.13
25_20250701,25,20250701,Scleranthus_annuus_annuus,1
25_20250728,25,20250728,Arenaria_serpyllifolia,3.13
25_20250728,25,20250728,Arenaria_tetraquetra_murcica,5.63
25_20250728,25,20250728,Cytisus_galianoi,11.25
,,,,
25_20250728,25,20250728,Jurinea_humilis,2.5
25_20250728,25,20250728,Petrorhagia_nanteuilii,1.75
25_20250728,25,20250728,Plantago_holosteum,4.38
25_20250728,25,20250728,Rumex_angiocarpus,1.88
25_20250909,25,20250909,Arenaria_serpyllifolia,3.13
25_20250909,25,20250909,Arenaria_tetraquetra_murcica,5.63
25_20250909,25,20250909,Cytisus_galianoi,11.25
,,,,
25_20250909,25,20250909,Jurinea_humilis,2.5
25_20250909,25,20250909,Petrorhagia_nanteuilii,1.75
25_20250909,25,20250909,Plantago_holosteum,4.38
25_20250909,25,20250909,Rumex_angiocarpus,1.88
26_20240605,26,20240605,Anthemis_arvensis,5.97
26_20240605,26,20240605,Arenaria_serpyllifolia,6.52
26_20240605,26,20240605,Armeria_filicaulis_trevenqueana,17.41
26_20240605,26,20240605,Dactylis_glomerata_juncinella,1.85
26_20240605,26,20240605,Erinacea_anthyllis,19.82
26_20240605,26,20240605,Potentilla_cf,7.74
26_20240605,26,20240605,Ranunculus_cf,1.61
26_20240605,26,20240605,Rumex_angiocarpus,1.25
26_20240605,26,20240605,Scleranthus_annuus,7.84
26_20240704,26,20240704,Anthemis_arvensis,5.97
26_20240704,26,20240704,Armeria_filicaulis_trevenqueana,17.41
26_20240704,26,20240704,Dactylis_glomerata_juncinella,1.85
26_20240704,26,20240704,Erinacea_anthyllis,19.82
26_20240704,26,20240704,Potentilla_cf,7.74
26_20240704,26,20240704,Rumex_angiocarpus,1.25
26_20240905,26,20240905,Armeria_filicaulis_trevenqueana,17.41
26_20240905,26,20240905,Erinacea_cytisus,19.82
26_20240905,26,20240905,Potentilla_cf,7.74
26_20241003,26,20241003,Armeria_filicaulis_trevenqueana,17.47
26_20241003,26,20241003,Dianthus_lusitanus,1.07
26_20241003,26,20241003,Erinacea_cytisus,19.88
26_20241003,26,20241003,Potentilla_cf,7.74
26_20250506,26,20250506,Arenaria_serpyllifolia,1.88
26_20250506,26,20250506,Avenula_bromoides_bromoides,2.5
26_20250506,26,20250506,Cytisus_galianoi,31.88
26_20250506,26,20250506,Festuca_hystrix,2.5
26_20250506,26,20250506,Festuca_scariosa,1.25
26_20250506,26,20250506,Koeleria_vallesiana,15
26_20250506,26,20250506,Potentilla_hirta,15
26_20250506,26,20250506,Ranunculus_cf,2.5
26_20250506,26,20250506,Saxifraga_granulata,1.25
26_20250506,26,20250506,Scleranthus_annuus_annuus,1.25
26_20250611,26,20250611,Alyssum_alyssoides,0.63
26_20250611,26,20250611,Anthemis_pedunculata_pedunculata,0.63
26_20250611,26,20250611,Arenaria_serpyllifolia,6.25
26_20250611,26,20250611,Avenula_bromoides_bromoides,2.5
26_20250611,26,20250611,Bromus_sterilis,2.5
26_20250611,26,20250611,Cynosurus_echinatus,0.63
26_20250611,26,20250611,Cytisus_galianoi,30.63
26_20250611,26,20250611,Festuca_hystrix,3.75
26_20250611,26,20250611,Koeleria_vallesiana,15
26_20250611,26,20250611,Potentilla_hirta,15
26_20250611,26,20250611,Ranunculus_cf,2.5
26_20250611,26,20250611,Rumex_angiocarpus,0.38
26_20250611,26,20250611,Saxifraga_granulata,1.25
26_20250611,26,20250611,Scleranthus_annuus_annuus,4.5
26_20250701,26,20250701,Anthemis_pedunculata_pedunculata,0.63
26_20250701,26,20250701,Arenaria_serpyllifolia,5
26_20250701,26,20250701,Avenula_bromoides_bromoides,2.5
26_20250701,26,20250701,Bromus_sterilis,2.5
26_20250701,26,20250701,Cynosurus_echinatus,0.63
26_20250701,26,20250701,Cytisus_galianoi,30
26_20250701,26,20250701,Festuca_hystrix,3.75
26_20250701,26,20250701,Koeleria_vallesiana,15
26_20250701,26,20250701,Plantago_holosteum,1.25
26_20250701,26,20250701,Potentilla_hirta,15
26_20250701,26,20250701,Scleranthus_annuus_annuus,1.63
26_20250728,26,20250728,Anthemis_pedunculata_pedunculata,0.63
26_20250728,26,20250728,Cytisus_galianoi,30
26_20250728,26,20250728,Potentilla_hirta,15
26_20250909,26,20250909,Anthemis_pedunculata_pedunculata,0.63
26_20250909,26,20250909,Cytisus_galianoi,30
26_20250909,26,20250909,Potentilla_hirta,15
27_20240605,27,20240605,Armeria_filicaulis_trevenqueana,1.39
27_20240605,27,20240605,Crepis_oporinoides,6.22
27_20240605,27,20240605,Crucianella_angustifolia,4.08
27_20240605,27,20240605,Dactylis_glomerata_juncinella,7.34
27_20240605,27,20240605,Dianthus_lusitanus,1.5
27_20240605,27,20240605,Erinacea_anthyllis,24.13
27_20240605,27,20240605,Helictochloa_levis,4.43
,,,,
27_20240605,27,20240605,Linum_strictum,1.39
27_20240605,27,20240605,Pilosella_pseudopilosella,13.13
27_20240605,27,20240605,Rumex_angiocarpus,1.39
27_20240704,27,20240704,Armeria_filicaulis_trevenqueana,1.02
27_20240704,27,20240704,Crepis_oporinoides,5.8
27_20240704,27,20240704,Crucianella_angustifolia,5.61
27_20240704,27,20240704,Dactylis_glomerata_juncinella,5.68
27_20240704,27,20240704,Dianthus_lusitanus,1.5
27_20240704,27,20240704,Erinacea_anthyllis,22.05
27_20240704,27,20240704,Helictochloa_levis,2.5
,,,,
27_20240704,27,20240704,Linum_strictum,1.02
27_20240704,27,20240704,Pilosella_pseudopilosella,12.71
27_20240704,27,20240704,Rumex_angiocarpus,1.02
27_20240905,27,20240905,Armeria_filicaulis_trevenqueana,1.02
27_20240905,27,20240905,Crepis_oporinoides,4.55
27_20240905,27,20240905,Erinacea_cytisus,22.05
,,,,
27_20240905,27,20240905,Pilosella_pseudopilosella,10.53
27_20241003,27,20241003,Armeria_filicaulis_trevenqueana,1.02
27_20241003,27,20241003,Crepis_oporinoides,4.55
27_20241003,27,20241003,Erinacea_cytisus,22.05
,,,,
27_20241003,27,20241003,Pilosella_pseudopilosella,9.03
27_20250506,27,20250506,Avenula_bromoides_bromoides,1.25
27_20250506,27,20250506,Cerastium_fontanum_vulgare,5
27_20250506,27,20250506,Cytisus_galianoi,36.25
27_20250506,27,20250506,Festuca_hystrix,4.38
,,,,
27_20250506,27,20250506,Pilosella_pseudopilosella,3.13
27_20250506,27,20250506,Ranunculus_cf,5
27_20250611,27,20250611,Avenula_bromoides_bromoides,3.13
27_20250611,27,20250611,Cerastium_fontanum_vulgare,5
27_20250611,27,20250611,Crucianella_angustifolia,6.25
27_20250611,27,20250611,Cytisus_galianoi,36.25
27_20250611,27,20250611,Festuca_hystrix,4.38
,,,,
27_20250611,27,20250611,Pilosella_pseudopilosella,3.13
27_20250611,27,20250611,Ranunculus_cf,5
27_20250701,27,20250701,Avenula_bromoides_bromoides,3.13
27_20250701,27,20250701,Cerastium_fontanum_vulgare,2.5
27_20250701,27,20250701,Crucianella_angustifolia,6.25
27_20250701,27,20250701,Cytisus_galianoi,35.63
27_20250701,27,20250701,Festuca_hystrix,4.38
,,,,
27_20250701,27,20250701,Pilosella_pseudopilosella,3.75
27_20250728,27,20250728,Crucianella_angustifolia,2.5
27_20250728,27,20250728,Cytisus_galianoi,35.63
,,,,
27_20250728,27,20250728,Pilosella_pseudopilosella,3.75
27_20250909,27,20250909,Crucianella_angustifolia,2.5
27_20250909,27,20250909,Cytisus_galianoi,35.63
,,,,
27_20250909,27,20250909,Pilosella_pseudopilosella,3.75
,,,,
29_20240611,29,20240611,Aegilops_geniculata,14.88
29_20240611,29,20240611,Agrostemma_githago,0.68
29_20240611,29,20240611,Aristolochia_paucinervis,5.11
29_20240611,29,20240611,Cynosurus_echinatus,10.93
29_20240611,29,20240611,Eryngium_bourgatii,2.19
29_20240611,29,20240611,Geranium_cf2,14.09
29_20240611,29,20240611,Rhagadiolus_stellatus,3.79
29_20240611,29,20240611,Tragopogon_cf,1.09
29_20240611,29,20240611,Trifolium_cf,10.96
29_20240611,29,20240611,Vicia_cf,7.79
,,,,
29_20240715,29,20240715,Aristolochia_paucinervis,4.96
29_20240715,29,20240715,Eryngium_bourgatii,2.19
,,,,
29_20240911,29,20240911,Eryngium_bourgatii,2.19
,,,,
,,,,
29_20250507,29,20250507,Aegilops_geniculata,0.63
29_20250507,29,20250507,Aristolochia_paucinervis,6.25
29_20250507,29,20250507,Convolvulus_arvensis,5
29_20250507,29,20250507,Cynosurus_echinatus,32.5
29_20250507,29,20250507,Geranium_molle,1.88
29_20250507,29,20250507,Ranunculus_cf,1.25
29_20250507,29,20250507,Rhagadiolus_edulis,4.38
29_20250507,29,20250507,Torilis_leptophylla,14.38
29_20250507,29,20250507,Trifolium_cf,1.25
,,,,
29_20250609,29,20250609,Aegilops_geniculata,5.63
29_20250609,29,20250609,Aristolochia_paucinervis,6.25
29_20250609,29,20250609,Brachypodium_sylvaticum,1.25
29_20250609,29,20250609,Convolvulus_arvensis,5
29_20250609,29,20250609,Cynosurus_echinatus,32.5
29_20250609,29,20250609,Geranium_molle,1.88
29_20250609,29,20250609,Muscari_comosum,0.38
29_20250609,29,20250609,Ranunculus_cf,1.25
29_20250609,29,20250609,Rhagadiolus_edulis,4.38
29_20250609,29,20250609,Torilis_leptophylla,14.38
29_20250609,29,20250609,Trifolium_cf,1.25
,,,,
29_20250702,29,20250702,Aegilops_geniculata,3.75
29_20250702,29,20250702,Aristolochia_paucinervis,3.75
29_20250702,29,20250702,Brachypodium_sylvaticum,1.25
29_20250702,29,20250702,Convolvulus_arvensis,4.38
29_20250702,29,20250702,Cynosurus_echinatus,3.75
29_20250702,29,20250702,Muscari_comosum,0.38
,,,,
,,,,
3_20240521,3,20240521,Achnatherum_calamagrostis,8.57
3_20240521,3,20240521,Erinacea_anthyllis,5
3_20240521,3,20240521,Genista_versicolor,4.58
3_20240521,3,20240521,Hormathophylla_cf,3.33
3_20240521,3,20240521,Koeleria_vallesiana,15.11
3_20240521,3,20240521,Petrorhagia_nanteuilii,3.33
3_20240521,3,20240521,Thymus_cf,31.32
3_20240626,3,20240626,Achnatherum_calamagrostis,6.82
3_20240626,3,20240626,Erinacea_anthyllis,5
3_20240626,3,20240626,Genista_versicolor,5
3_20240626,3,20240626,Hormathophylla_cf,3.44
3_20240626,3,20240626,Koeleria_vallesiana,16.29
3_20240626,3,20240626,Petrorhagia_nanteuilii,5.94
3_20240626,3,20240626,Thesium_humifusum,2
3_20240626,3,20240626,Thymus_cf,31.76
3_20240722,3,20240722,Achnatherum_calamagrostis,6.82
3_20240722,3,20240722,Genista_versicolor,10
3_20240722,3,20240722,Hormathophylla_cf,3.44
3_20240722,3,20240722,Koeleria_vallesiana,15.76
3_20240722,3,20240722,Petrorhagia_nanteuilii,5.94
3_20240722,3,20240722,Thesium_humifusum,2
3_20240722,3,20240722,Thymus_cf,32.29
3_20240916,3,20240916,Achnatherum_calamagrostis,6.82
3_20240916,3,20240916,Genista_versicolor,10
3_20240916,3,20240916,Hormathophylla_cf,3.44
3_20240916,3,20240916,Koeleria_vallesiana,16.29
3_20240916,3,20240916,Thesium_humifusum,2
3_20240916,3,20240916,Thymus_cf,31.76
3_20241017,3,20241017,Achnatherum_calamagrostis,6.82
3_20241017,3,20241017,Genista_versicolor,10
3_20241017,3,20241017,Hormathophylla_cf,3.44
3_20241017,3,20241017,Koeleria_vallesiana,16.29
3_20241017,3,20241017,Thesium_humifusum,2
3_20241017,3,20241017,Thymus_cf,31.76
3_20250429,3,20250429,Achnatherum_calamagrostis,10.63
3_20250429,3,20250429,Festuca_hystrix,6.25
3_20250429,3,20250429,Genista_longipes_longipes,13.75
3_20250429,3,20250429,Hormatophylla_spinosa,7.5
3_20250429,3,20250429,Petrorhagia_nanteuilii,1.25
3_20250429,3,20250429,Thesium_humifusum,1.25
3_20250429,3,20250429,Thymus_zygis_gracilis,36.25
3_20250529,3,20250529,Achnatherum_calamagrostis,10.63
3_20250529,3,20250529,Arabis_auriculata,0.63
3_20250529,3,20250529,Campanula_rapunculus,2.25
3_20250529,3,20250529,Cirsium_acaulon_gregarium,0.38
3_20250529,3,20250529,Festuca_hystrix,7.5
3_20250529,3,20250529,Genista_longipes_longipes,13.13
3_20250529,3,20250529,Helictotrichon_sarracenorum,1.88
3_20250529,3,20250529,Hormatophylla_spinosa,7.5
3_20250529,3,20250529,Petrorhagia_nanteuilii,2.5
3_20250529,3,20250529,Thesium_humifusum,1.88
3_20250529,3,20250529,Thymus_zygis_gracilis,36.25
3_20250624,3,20250624,Achnatherum_calamagrostis,10.63
3_20250624,3,20250624,Campanula_rapunculus,2.25
3_20250624,3,20250624,Festuca_hystrix,7.13
3_20250624,3,20250624,Filago_micropodioides,0.63
3_20250624,3,20250624,Genista_longipes_longipes,13.13
3_20250624,3,20250624,Helictotrichon_sarracenorum,3.13
3_20250624,3,20250624,Hormatophylla_spinosa,7.5
3_20250624,3,20250624,Petrorhagia_nanteuilii,2.5
3_20250624,3,20250624,Thesium_humifusum,1.88
3_20250624,3,20250624,Thymus_zygis_gracilis,36.25
3_20250721,3,20250721,Achnatherum_calamagrostis,10.63
3_20250721,3,20250721,Festuca_hystrix,7.13
3_20250721,3,20250721,Filago_micropodioides,0.63
3_20250721,3,20250721,Genista_longipes_longipes,13.13
3_20250721,3,20250721,Helictotrichon_sarracenorum,3.13
3_20250721,3,20250721,Hormatophylla_spinosa,7.5
3_20250721,3,20250721,Petrorhagia_nanteuilii,2.5
3_20250721,3,20250721,Thesium_humifusum,1.88
3_20250721,3,20250721,Thymus_zygis_gracilis,36.25
3_20250910,3,20250910,Achnatherum_calamagrostis,10.63
3_20250910,3,20250910,Festuca_hystrix,7.13
3_20250910,3,20250910,Filago_micropodioides,0.63
3_20250910,3,20250910,Genista_longipes_longipes,13.13
3_20250910,3,20250910,Helictotrichon_sarracenorum,3.13
3_20250910,3,20250910,Hormatophylla_spinosa,7.5
3_20250910,3,20250910,Petrorhagia_nanteuilii,2.5
3_20250910,3,20250910,Thesium_humifusum,1.88
3_20250910,3,20250910,Thymus_zygis_gracilis,36.25
30_20240611,30,20240611,Apium_graveolens,1.25
30_20240611,30,20240611,Cynosurus_echinatus,12.14
30_20240611,30,20240611,Eryngium_bourgatii,1.09
30_20240611,30,20240611,Geranium_cf2,5.8
30_20240611,30,20240611,Petrorhagia_grande,0.63
30_20240611,30,20240611,Rhagadiolus_stellatus,1.25
30_20240611,30,20240611,Trifolium_cf,9.64
30_20240611,30,20240611,Vicia_cf,0.63
30_20240715,30,20240715,Eryngium_bourgatii,1.09
30_20250507,30,20250507,Brachypodium_sylvaticum,10
30_20250507,30,20250507,Caucalis_platycarpos,8.75
30_20250507,30,20250507,Cynosurus_echinatus,22.5
30_20250507,30,20250507,Geranium_molle,4.38
30_20250507,30,20250507,Ranunculus_cf,2.5
30_20250507,30,20250507,Rhagadiolus_edulis,1.88
30_20250507,30,20250507,Smyrnium_perfoliatum,10
30_20250507,30,20250507,Torilis_leptophylla,6.25
30_20250507,30,20250507,Vicia_cf,6.25
30_20250609,30,20250609,Aegilops_geniculata,0.63
30_20250609,30,20250609,Brachypodium_sylvaticum,11.88
30_20250609,30,20250609,Caucalis_platycarpos,8.75
30_20250609,30,20250609,Cynosurus_echinatus,22.5
30_20250609,30,20250609,Euphorbia_segetalis,0.63
30_20250609,30,20250609,Rhagadiolus_edulis,1.88
30_20250609,30,20250609,Smyrnium_perfoliatum,10
30_20250609,30,20250609,Torilis_leptophylla,5
30_20250609,30,20250609,Vicia_cf,0.63
30_20250702,30,20250702,Brachypodium_sylvaticum,11.88
30_20250702,30,20250702,Eryngium_bourgatii,1.25
30_20250702,30,20250702,Euphorbia_segetalis,0.63
30_20250729,30,20250729,Eryngium_bourgatii,1.25
30_20250729,30,20250729,Euphorbia_segetalis,0.63
30_20250922,30,20250922,Eryngium_bourgatii,1.25
30_20250922,30,20250922,Euphorbia_segetalis,0.63
31_20240611,31,20240611,Aegilops_geniculata,2.49
31_20240611,31,20240611,Anthemis_arvensis,4.26
31_20240611,31,20240611,Aristolochia_paucinervis,0.63
31_20240611,31,20240611,Artemisia_campestris,12
31_20240611,31,20240611,Cynosurus_echinatus,1.56
31_20240611,31,20240611,Eryngium_bourgatii,0.25
31_20240611,31,20240611,Filago_cf,0.63
31_20240611,31,20240611,Geranium_cf2,5.67
31_20240611,31,20240611,Poa_bulbosa,1.65
31_20240611,31,20240611,Rumex_angiocarpus,4.69
31_20240611,31,20240611,Santolina_chamaecyparissus,5.5
31_20240611,31,20240611,Tragopogon_cf,1.55
31_20240611,31,20240611,Vicia_cf,1.56
31_20240715,31,20240715,Aristolochia_paucinervis,0.63
31_20240715,31,20240715,Artemisia_campestris,12
31_20240715,31,20240715,Eryngium_bourgatii,0.25
31_20240715,31,20240715,Rumex_angiocarpus,3.04
31_20240715,31,20240715,Santolina_chamaecyparissus,5.5
31_20240911,31,20240911,Artemisia_campestris,12
31_20240911,31,20240911,Santolina_chamaecyparissus,5.5
31_20241007,31,20241007,Artemisia_campestris,12
31_20241007,31,20241007,Santolina_chamaecyparissus,5.5
31_20250507,31,20250507,Anthemis_arvensis_incrassata,0.63
31_20250507,31,20250507,Artemisia_campestris,6.25
31_20250507,31,20250507,Cynosurus_echinatus,3.13
31_20250507,31,20250507,Geranium_molle,1.25
31_20250507,31,20250507,Myosotis_cf,5.63
31_20250507,31,20250507,Poa_bulbosa,5
31_20250507,31,20250507,Rumex_angiocarpus,7.5
31_20250507,31,20250507,Santolina_canescens,15.63
31_20250507,31,20250507,Smyrnium_perfoliatum,1.25
31_20250507,31,20250507,Torilis_leptophylla,5.63
31_20250507,31,20250507,Tragopogon_pratensis,0.63
31_20250507,31,20250507,Trifolium_cf,17.5
31_20250507,31,20250507,Vicia_cf,1.88
31_20250609,31,20250609,Aegilops_geniculata,1.25
31_20250609,31,20250609,Anthemis_arvensis_incrassata,1.88
31_20250609,31,20250609,Artemisia_campestris,6.25
31_20250609,31,20250609,Convolvulus_arvensis,0.63
31_20250609,31,20250609,Cynosurus_echinatus,3.13
31_20250609,31,20250609,Geranium_molle,1.25
31_20250609,31,20250609,Petrorhagia_nanteuilii,0.63
31_20250609,31,20250609,Poa_bulbosa,5
31_20250609,31,20250609,Rumex_angiocarpus,7.5
31_20250609,31,20250609,Santolina_canescens,15.63
31_20250609,31,20250609,Smyrnium_perfoliatum,1.25
31_20250609,31,20250609,Torilis_leptophylla,5.63
31_20250609,31,20250609,Trifolium_cf,17.5
31_20250609,31,20250609,Vicia_cf,1.88
31_20250702,31,20250702,Aegilops_geniculata,0.63
31_20250702,31,20250702,Artemisia_campestris,6.25
31_20250702,31,20250702,Convolvulus_arvensis,0.63
31_20250702,31,20250702,Petrorhagia_nanteuilii,0.63
31_20250702,31,20250702,Rumex_angiocarpus,8.13
31_20250702,31,20250702,Santolina_canescens,15.63
31_20250729,31,20250729,Artemisia_campestris,6.25
31_20250729,31,20250729,Santolina_canescens,15.63
31_20250922,31,20250922,Artemisia_campestris,6.25
31_20250922,31,20250922,Santolina_canescens,15.63
32_20240611,32,20240611,Aegilops_geniculata,3.95
32_20240611,32,20240611,Caucalis_platycarpos,3.99
32_20240611,32,20240611,Cynosurus_echinatus,11.18
32_20240611,32,20240611,Eryngium_bourgatii,1.21
32_20240611,32,20240611,Geranium_cf2,2.5
32_20240611,32,20240611,Petrorhagia_nanteuilii,9.66
32_20240611,32,20240611,Rhagadiolus_stellatus,7.06
32_20240611,32,20240611,Trifolium_cf,17.02
32_20240611,32,20240611,Vicia_cf,2.78
32_20250507,32,20250507,Asphodelus_macrocarpus_rubescens,41.25
32_20250507,32,20250507,Brachypodium_sylvaticum,5
32_20250507,32,20250507,Caucalis_platycarpos,6.88
32_20250507,32,20250507,Cynosurus_echinatus,13.13
32_20250507,32,20250507,Geranium_molle,0.63
32_20250507,32,20250507,Rhagadiolus_edulis,4.38
32_20250507,32,20250507,Torilis_leptophylla,0.63
32_20250507,32,20250507,Trifolium_cf,21.25
32_20250507,32,20250507,Vicia_cf,1.88
32_20250609,32,20250609,Agrostemma_githago,0.38
32_20250609,32,20250609,Brachypodium_sylvaticum,5
32_20250609,32,20250609,Caucalis_platycarpos,6.88
32_20250609,32,20250609,Cynosurus_echinatus,13.13
32_20250609,32,20250609,Poa_bulbosa,0.63
32_20250609,32,20250609,Rhagadiolus_edulis,4.38
32_20250609,32,20250609,Torilis_leptophylla,0.63
32_20250609,32,20250609,Trifolium_cf,18.13
32_20250702,32,20250702,Agrostemma_githago,0.38
32_20250702,32,20250702,Brachypodium_sylvaticum,6.25
33_20240611,33,20240611,Aegilops_geniculata,5.4
33_20240611,33,20240611,Caucalis_platycarpos,8.23
33_20240611,33,20240611,Crucianella_angustifolia,2.22
33_20240611,33,20240611,Cynosurus_echinatus,0.83
33_20240611,33,20240611,Taraxacum_officinale,1.07
